source_id,url,title,publisher,source_class,language,license,accessed_on,http_status,url_status,citation,notes
src-pleiades-707470,https://pleiades.stoa.org/places/707470,Pleiades place 707470,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/707470 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-707476,https://pleiades.stoa.org/places/707476,Pleiades place 707476,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/707476 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-716520,https://pleiades.stoa.org/places/716520,Pleiades place 716520,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/716520 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-727070,https://pleiades.stoa.org/places/727070,Pleiades place 727070,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/727070 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-727169,https://pleiades.stoa.org/places/727169,Pleiades place 727169,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/727169 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-728329645,https://pleiades.stoa.org/places/728329645,Pleiades place 728329645,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/728329645 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-73644851,https://pleiades.stoa.org/places/73644851,Pleiades place 73644851,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/73644851 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-825397,https://pleiades.stoa.org/places/825397,Pleiades place 825397,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/825397 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-828989863,https://pleiades.stoa.org/places/828989863,Pleiades place 828989863,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/828989863 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-844944,https://pleiades.stoa.org/places/844944,Pleiades place 844944,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/844944 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-854719,https://pleiades.stoa.org/places/854719,Pleiades place 854719,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/854719 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-854724,https://pleiades.stoa.org/places/854724,Pleiades place 854724,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/854724 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-854743,https://pleiades.stoa.org/places/854743,Pleiades place 854743,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/854743 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-854812387,https://pleiades.stoa.org/places/854812387,Pleiades place 854812387,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/854812387 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-857024,https://pleiades.stoa.org/places/857024,Pleiades place 857024,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/857024 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-857107,https://pleiades.stoa.org/places/857107,Pleiades place 857107,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/857107 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-857275,https://pleiades.stoa.org/places/857275,Pleiades place 857275,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/857275 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-857321,https://pleiades.stoa.org/places/857321,Pleiades place 857321,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/857321 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-857359,https://pleiades.stoa.org/places/857359,Pleiades place 857359,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/857359 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-873985034,https://pleiades.stoa.org/places/873985034,Pleiades place 873985034,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/873985034 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-943504072,https://pleiades.stoa.org/places/943504072,Pleiades place 943504072,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/943504072 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-955675680,https://pleiades.stoa.org/places/955675680,Pleiades place 955675680,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/955675680 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-963441586,https://pleiades.stoa.org/places/963441586,Pleiades place 963441586,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/963441586 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-uni-muenster-0a0030be4d2a,https://www.uni-muenster.de/ZypernInstitut/en/publikationen/schriften13.html,University of Münster source record,University of Münster,university,en,,2026-08-14,,unchecked,University of Münster. https://www.uni-muenster.de/ZypernInstitut/en/publikationen/schriften13.html (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-websites-d5246844b076,https://websites.ucy.ac.cy/pulp/documents/Publications/Iacovou_2014-POLITICAL_ECONOMIES.pdf,University of Cyprus source record,University of Cyprus,university,en,,2026-08-14,,unchecked,University of Cyprus. https://websites.ucy.ac.cy/pulp/documents/Publications/Iacovou_2014-POLITICAL_ECONOMIES.pdf (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-whc-0aeb662441d4,https://whc.unesco.org/en/list/780/,UNESCO World Heritage Centre source record,UNESCO World Heritage Centre,unesco,en,,2026-08-14,,unchecked,UNESCO World Heritage Centre. https://whc.unesco.org/en/list/780/ (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-whc-20fbbfc3302f,https://whc.unesco.org/en/list/941/,UNESCO World Heritage Centre source record,UNESCO World Heritage Centre,unesco,en,,2026-08-14,,unchecked,UNESCO World Heritage Centre. https://whc.unesco.org/en/list/941/ (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-whc-36affcfbdbb0,https://whc.unesco.org/en/list/190/,UNESCO World Heritage Centre source record,UNESCO World Heritage Centre,unesco,en,,2026-08-14,,unchecked,UNESCO World Heritage Centre. https://whc.unesco.org/en/list/190/ (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-whc-99e8b681505e,https://whc.unesco.org/en/list/404/,UNESCO World Heritage Centre source record,UNESCO World Heritage Centre,unesco,en,,2026-08-14,,unchecked,UNESCO World Heritage Centre. https://whc.unesco.org/en/list/404/ (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-whc-9d3804ad2081,https://whc.unesco.org/en/list/448/,UNESCO World Heritage Centre source record,UNESCO World Heritage Centre,unesco,en,,2026-08-14,,unchecked,UNESCO World Heritage Centre. https://whc.unesco.org/en/list/448/ (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-whc-9f55cde04df6,https://whc.unesco.org/en/list/1411/,UNESCO World Heritage Centre source record,UNESCO World Heritage Centre,unesco,en,,2026-08-14,,unchecked,UNESCO World Heritage Centre. https://whc.unesco.org/en/list/1411/ (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
